date,hospital_onset_covid
2022/11/13,1456.0
2022/11/14,1306.0
2022/11/15,1302.0
2022/11/16,1731.0
2022/11/17,1572.0
2022/11/18,1336.0
2022/11/19,1283.0
2022/11/20,1353.0
2022/11/21,1277.0
2022/11/22,1625.0
2022/11/23,1702.0
2022/11/24,1577.0
2022/11/25,1877.0
2022/11/26,1931.0
2022/11/27,1758.0
2022/11/28,1486.0
2022/11/29,1560.0
2022/11/30,1574.0
2022/12/01,1607.0
2022/12/02,1591.0
2022/12/03,1583.0
2022/12/04,1560.0
2022/12/05,1622.0
2022/12/06,1719.0
2022/12/07,2034.0
2022/12/08,1755.0
2022/12/09,1761.0
2022/12/10,1716.0
2022/12/11,1705.0
2022/12/12,1753.0
2022/12/13,1770.0
2022/12/14,1803.0
2022/12/15,1931.0
2022/12/16,2302.0
2022/12/17,2269.0
2022/12/18,2237.0
2022/12/19,1925.0
2022/12/20,1965.0
2022/12/21,2438.0
2022/12/22,2002.0
2022/12/23,1906.0
2022/12/24,1928.0
2022/12/25,1954.0
2022/12/26,1903.0
2022/12/27,2110.0
2022/12/28,2396.0
2022/12/29,2076.0
2022/12/30,2264.0
2022/12/31,2061.0
2023/01/01,2031.0
2023/01/02,2057.0
2023/01/03,2108.0
2023/01/04,2610.0
2023/01/05,2185.0
2023/01/06,2577.0
2023/01/07,2431.0
2023/01/08,2399.0
2023/01/09,2070.0
2023/01/10,2056.0
2023/01/11,2061.0
2023/01/12,1639.0
2023/01/13,1629.0
2023/01/14,1529.0
2023/01/15,1456.0
2023/01/16,1494.0
2023/01/17,1589.0
2023/01/18,1990.0
2023/01/19,1934.0
2023/01/20,1814.0
2023/01/21,1792.0
2023/01/22,1744.0
2023/01/23,1356.0
2023/01/24,1356.0
2023/01/25,1774.0
2023/01/26,1336.0
2023/01/27,1295.0
2023/01/28,1295.0
2023/01/29,1245.0
2023/01/30,1246.0
2023/01/31,1378.0
2023/02/01,1444.0
2023/02/02,1443.0
2023/02/03,1788.0
2023/02/04,1671.0
2023/02/05,1683.0
2023/02/06,1213.0
2023/02/07,1708.0
2023/02/08,1388.0
2023/02/09,1730.0
2023/02/10,1322.0
2023/02/11,1438.0
2023/02/12,1282.0
2023/02/13,1259.0
2023/02/14,1276.0
2023/02/15,1337.0
2023/02/16,1303.0
2023/02/17,1324.0
2023/02/18,1279.0
2023/02/19,1160.0
2023/02/20,1106.0
2023/02/21,1140.0
2023/02/22,1653.0
2023/02/23,1234.0
